name,platform,r-date,score,user score,developer,genre,players,critics,users
Major League Baseball 2K9,Xbox360,"March 3, 2009",64,5.3,2KSports,"Sports,Traditional,Team,Baseball,Sim,Sim",2  Online,29,26
Party Hard,PC,"August 25, 2015",64,7.5,PinoklGames,"Action,General",No info,18,77
BlazBlue: Continuum Shift II,3DS,"May 31, 2011",64,6.4,ArcSystemWorks,"Action,Fighting,Fighting,2D,2D",No info,14,22
Disgaea Infinite,PSP,"June 8, 2010",64,7.1,NipponIchiSoftware,"Adventure,General,General,Visual Novel",No Online Multiplayer,15,27
RiME,Switch,"November 14, 2017",64,5.9,"Tantalus,TequilaWorks","Action,Adventure,General,3D,Third-Person",No Online Multiplayer,22,76
Mercenaries Wings: The False Phoenix,Switch,"November 8, 2018",64,6.0,"RideonJapan,Inc.","Action,Strategy,Turn-Based,General,Tactics",No Online Multiplayer,8,7
Batman: The Telltale Series,PC,"August 2, 2016",64,7.0,TelltaleGames,"Adventure,Point-and-Click",No Online Multiplayer,16,156
Alien Breed,PlayStationVita,"February 12, 2013",64,7.2,Team17,"Action,General,General,Shooter,Shoot-'Em-Up,Top-Down",2 ,9,5
Command & Conquer 4: Tiberian Twilight,PC,"March 16, 2010",64,2.1,EALA,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",No info,71,693
The Saga of Ryzom,PC,"September 20, 2004",64,7.4,Nevrax,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer,15,18
Mad Riders,Xbox360,"May 30, 2012",64,7.1,Techland,"Driving,Racing,Arcade,Rally / Offroad,Rally / Offroad,Automobile",No info,31,17
Need for Speed Undercover,Xbox360,"November 17, 2008",64,5.9,EAVancouver,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",Up to 8 ,62,113
Warframe,PlayStation4,"November 12, 2013",64,7.2,DigitalExtremes,"General,General,Action,Shooter,Third-Person,Arcade",Up to 8 ,25,471
Ghostbusters: The Video Game,PlayStation2,"June 16, 2009",64,8.4,WarDrumStudios,"Action,General",No info,9,10
Phantasy Star Universe,Xbox360,"October 25, 2006",64,7.4,SonicTeam,"Role-Playing,Action RPG,Action RPG",Up to 6 ,34,48
Armored Core: For Answer,Xbox360,"September 16, 2008",64,7.9,FromSoftware,"Simulation,Sci-Fi,Vehicle,Mech,Mech,Combat",Up to 8 ,22,40
The friends of Ringo Ishikawa,Switch,"April 3, 2019",64,6.9,yeo,"Action,Beat-'Em-Up,2D",No Online Multiplayer,8,21
Seasons After Fall,PlayStation4,"May 16, 2017",64,6.7,SwingSwingSubmarine,"Action,Platformer,2D",No info,9,16
The Baconing,Xbox360,"August 31, 2011",64,5.4,HotheadGames,"Action,Role-Playing,Action RPG,Platformer,Action RPG,3D",No info,37,8
Vikings: Wolves of Midgard,XboxOne,"March 28, 2017",64,7.4,GamesFarm,"Role-Playing,Action RPG",No info,7,14
NASCAR: The Game 2013,PC,"July 24, 2013",64,4.8,Eutechnyx,"Driving,Racing,Stock Car",No info,7,49
N.E.R.O.: Nothing Ever Remains Obscure,XboxOne,"May 15, 2015",64,7.6,StorminaTeacup,"Miscellaneous,Adventure,Puzzle,General,3D,First-Person",No info,19,61
Sea of Solitude,PC,"July 5, 2019",64,6.2,"ElectronicArts,Jo-MeiGames","General,Adventure,3D,Third-Person",No Online Multiplayer,19,53
Kholat,PlayStation4,"March 8, 2016",64,6.1,IMGN.PRO,"Adventure,3D,First-Person",No info,22,37
The Crew,XboxOne,"December 2, 2014",64,5.7,"UbisoftReflections,IvoryTower","GT / Street,Driving,Racing,Simulation,GT / Street,Automobile",No info,18,192
Tiger Woods PGA Tour,DS,"December 14, 2004",64,7.4,SensorySweep,"Sports,Traditional,Individual,Golf,Sim,Sim",No Online Multiplayer,21,7
The Legend of Spyro: A New Beginning,PlayStation2,"October 10, 2006",64,7.0,KromeStudios,"Action,Platformer,3D",1 Player,22,73
Academy of Champions: Soccer,Wii,"November 3, 2009",64,6.8,UbisoftVancouver,"Sports,Traditional,Team,Soccer,Arcade,Arcade",No info,20,14
Peaky Blinders: Mastermind,PlayStation4,"August 20, 2020",64,4.5,FuturLab,"Adventure,General",No Online Multiplayer,14,6
Moons of Madness,XboxOne,"March 24, 2020",64,tbd,"RockPocketGames,DreamloopGames","Action Adventure,Survival",No Online Multiplayer,10,0
Sleep Tight,Switch,"July 26, 2018",64,6.0,WeAreFuzzy,"Action,Shooter,Shoot-'Em-Up,Top-Down",No Online Multiplayer,8,4
Disney/Pixar Ratatouille,PSP,"June 26, 2007",64,7.3,LocomotiveGames,"Action,Platformer,Platformer,3D,3D",1-2 ,7,11
Batman Begins,PlayStation2,"June 14, 2005",64,7.7,EurocomEntertainmentSoftware,"Action,Beat-'Em-Up",1 Player,41,100
Carve,Xbox,"February 24, 2004",64,tbd,ArgonautGames,"Driving,Racing,Snow / Water",1-8 ,34,0
Aliens Versus Predator: Extinction,Xbox,"July 30, 2003",64,7.0,ZonoInc.,"Strategy,Real-Time,Sci-Fi",1 Player,19,23
X-Squad,PlayStation2,"October 23, 2000",64,tbd,ElectronicArts,"Action,Shooter,Third-Person,Sci-Fi",1 Player,18,0
Ratchet & Clank: Full Frontal Assault,PlayStation3,"November 27, 2012",64,7.2,InsomniacGames,"Action,Platformer,Platformer,3D,3D",No info,52,136
Yakuza: Dead Souls,PlayStation3,"March 13, 2012",64,7.5,RyugaGotokuStudios,"Action Adventure,Modern,General,Modern",No Online Multiplayer,55,84
ADR1FT,PC,"March 28, 2016",64,5.3,ThreeOneZero,"Action,Action Adventure,General,Survival",No Online Multiplayer,40,58
Chaos Wars,PlayStation2,"May 30, 2008",64,7.0,IdeaFactory,"Strategy,Turn-Based,Fantasy",1 Player,9,11
The Incredible Adventures of Van Helsing III,PC,"May 22, 2015",64,6.3,NeocoreGames,"Role-Playing,Action RPG",No info,34,45
Super Lucky's Tale,XboxOne,"November 7, 2017",64,7.0,PlayfulCorp.,"2D,Action,Platformer,3D",No Online Multiplayer,51,179
Cold War,PC,"September 27, 2005",64,5.7,MindwareStudios,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",No Online Multiplayer,21,25
Monster Truck Championship,XboxOne,"October 20, 2020",64,tbd,Teyon,"Simulation,Vehicle,Civilian",Up to 8 ,7,0
Snooker 19,Switch,"August 23, 2019",64,3.6,Lab42,"Sports,Individual,Billiards",Online Multiplayer,7,5
Naruto Shippuden: Naruto vs. Sasuke,DS,"November 12, 2010",64,tbd,TakaraTomy,"Action,General,General,Beat-'Em-Up,2D",No info,7,0
Officers,PC,"July 14, 2009",64,7.2,3AGames,"Strategy,Real-Time,Historic,General,Historic",6  Online,9,12
Zombie Driver HD,Xbox360,"October 17, 2012",64,5.1,EXORStudios,"Action,General,General",No info,10,12
Crash Twinsanity,PlayStation2,"September 28, 2004",64,8.3,Traveller'sTales,"Action,Platformer,3D",1 Player,38,251
MX vs. ATV All Out: Anniversary Edition,XboxOne,"February 26, 2019",64,tbd,THQNordic,"Racing,Simulation,Automobile",Up to 16 ,9,0
Darksiders III,PlayStation4,"November 27, 2018",64,7.0,"GunfireGames,THQNordic","Action Adventure,Open-World",No Online Multiplayer,59,505
RymdResa,PC,"August 20, 2015",64,4.6,Morgondag,"Role-Playing,General",No Online Multiplayer,13,7
Hydrophobia: Prophecy,PC,"May 9, 2011",64,5.9,DarkEnergyDigital,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,18,146
Intellivision Lives!,PlayStation2,"November 20, 2003",64,7.6,RealtimeAssociates,"Miscellaneous,Compilation",1-6 ,15,5
Worms: Open Warfare,DS,"March 22, 2006",64,7.0,Team17,"Strategy,Turn-Based,Fantasy,Fantasy,Artillery",1-4 ,24,16
Hellpoint,PC,"July 30, 2020",64,6.5,CradleGames,"Role-Playing,Action RPG",Up to 4 ,25,55
Storm,Xbox360,"June 14, 2013",64,2.9,EKOSoftware,"Miscellaneous,General,General",No info,16,8
TNA iMPACT!,PlayStation3,"September 9, 2008",64,4.6,MidwayStudios-LosAngeles,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling",2  Online,27,24
RPG Maker Fes,3DS,"June 27, 2017",64,5.8,"JupiterCorporation,Kadokawa","Role-Playing,General",No Online Multiplayer,22,24
nail'd,Xbox360,"November 30, 2010",64,7.1,Techland,"Driving,Racing,Arcade,Arcade,Automobile",No info,49,16
Killer Is Dead,PlayStation3,"August 27, 2013",64,7.8,GrasshopperManufacture,"Action Adventure,Modern,Sci-Fi,Sci-Fi,General",1 Player,39,225
Arc Rise Fantasia,Wii,"July 27, 2010",64,8.1,"ImageEpoch,Imageepoch","Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No Online Multiplayer,26,50
Exit DS,DS,"November 5, 2008",64,6.7,Moss,"Action,Puzzle,General,General",1 Player,25,6
Track Lab,PlayStation4,"August 21, 2018",64,5.0,SonyInteractiveEntertainment,"Action,Rhythm,Music",No Online Multiplayer,9,4
Rainbow Skies,PlayStation4,"June 26, 2018",64,5.8,SideQuestStudios,"Role-Playing,General",No Online Multiplayer,22,13
King Oddball,XboxOne,"September 9, 2016",64,tbd,"10tonsLtd,10tons","Puzzle,Action",No info,10,0
Thor: God of Thunder,DS,"May 3, 2011",64,7.2,WayForward,"Action,General,General",No Online Multiplayer,18,13
Cranium Kabookii,Wii,"December 4, 2007",64,5.4,UbisoftQuebec,"Miscellaneous,Board Games,Board Games,Board / Card Game",1-4 ,9,13
Star Trek: Tactical Assault,PSP,"November 14, 2006",64,8.4,QuicksilverSoftware,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",1-4 ,15,10
Avatar: The Last Airbender,DS,"October 10, 2006",64,7.3,TOSE,"Action Adventure,Fantasy,General,Fantasy",1 Player,9,11
Hello Kitty: Roller Rescue,GameCube,"August 16, 2005",64,6.8,Xpec,"Action Adventure,Fantasy",1 Player,14,10
Lemony Snicket's A Series of Unfortunate Events,PC,"November 10, 2004",64,6.0,Activision,"Action,Platformer,Platformer,3D,3D",1 Player,14,16
Wrath Unleashed,PlayStation2,"February 10, 2004",64,6.0,DoubleHelixGames,"Strategy,Turn-Based,Fantasy",1-4 ,25,6
RoadKill,GameCube,"October 30, 2003",64,7.8,TerminalReality,"Driving,Car Combat",1-4 ,12,6
Pro Rally,GameCube,"November 11, 2002",64,8.2,Ubisoft,"Driving,Racing,GT / Street",1-8 ,11,6
Superman: Shadow of Apokolips,PlayStation2,"September 25, 2002",64,6.4,Atari,"Action Adventure,Fantasy",1 Player,22,7
Dinotopia: The Timestone Pirates,GameBoyAdvance,"April 30, 2002",64,8.4,RFXInteractive,"Action,Platformer,2D",1 Player,9,5
Wild Wild Racing,PlayStation2,"October 25, 2000",64,tbd,RageSoftware,"Driving,Racing,Rally / Offroad",1-2 ,13,0
Wolfenstein: Youngblood,PlayStation4,"July 26, 2019",63,2.6,MachineGames,"Action,Shooter,First-Person,Arcade",2 ,36,348
Juiced,PC,"June 13, 2005",63,7.4,JuiceGames,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",6  Online,16,34
The Adventures of Tintin: The Game,Xbox360,"December 6, 2011",63,6.4,UbisoftMontpellier,"Adventure,General,General",No Online Multiplayer,35,13
Harry Potter and the Order of the Phoenix,PC,"June 25, 2007",63,5.4,EAGames,"Action Adventure,Fantasy,General,Fantasy",1 Player,11,80
Earth Defense Force: Insect Armageddon,PlayStation3,"July 1, 2011",63,7.4,ViciousCycle,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",Up to 6 ,28,26
Summer in Mara,PC,"June 16, 2020",63,8.2,Chibig,"Adventure,General",No Online Multiplayer,18,17
Dead Island: Definitive Collection,PlayStation4,"May 31, 2016",63,6.5,Techland,"Miscellaneous,Compilation",Up to 4 ,32,93
The Witch and the Hundred Knight: Revival Edition,PlayStation4,"March 1, 2016",63,6.8,NipponIchiSoftware,"Role-Playing,Action RPG",No info,20,36
198X,PC,"June 20, 2019",63,5.8,Hi-BitStudios,"Action,Miscellaneous,Platformer,Party / Minigame,2D",No Online Multiplayer,13,19
The Incredibles: Rise of the Underminer,Xbox,"November 1, 2005",63,tbd,HeavyIronStudios,"Action,Platformer,3D",No info,12,0
Suikoden IV,PlayStation2,"January 11, 2005",63,7.5,KCET,"Role-Playing,Console-style RPG",1 Player,44,71
Supreme Ruler: Cold War,PC,"July 19, 2011",63,6.7,BattleGoatStudios,"Strategy,Turn-Based,Wargame,Turn-Based,General",16  Online,12,28
This Is the Police,PlayStation4,"March 22, 2017",63,6.5,WeappyStudio,"Simulation,Virtual,Virtual Life,Career",No info,12,30
Neon Chrome,PlayStation4,"May 31, 2016",63,6.7,"10tonsEntertainment,10tons","Action,Shooter,Shoot-'Em-Up,Top-Down",No info,13,25
FIFA Street 2,Xbox,"February 28, 2006",63,6.9,EACanada,"Sports,Traditional,Soccer,Arcade",1-4 ,30,10
Fallout 76: Wastelanders,PlayStation4,"April 14, 2020",63,6.4,BethesdaGameStudios,"Role-Playing,Western-Style",No info,7,49
Super Bomberman R,XboxOne,"June 12, 2018",63,6.9,Konami,"Puzzle,Action,Arcade",Up to 8 ,9,10
Cubemen 2,WiiU,"September 4, 2014",63,7.1,3Sprockets,"Action,Strategy,Real-Time,General,Defense",No info,8,15
Necrovision,PC,"May 18, 2009",63,6.0,TheFarm51,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",No info,19,97
Worms Forts: Under Siege,PlayStation2,"March 15, 2005",63,7.9,Team17,"Strategy,Turn-Based,Fantasy",1-4 ,21,17
Dirty Bomb,PC,"June 1, 2015",63,7.7,SplashDamage,"Shooter,Modern,Modern,Action,Shooter,First-Person,Arcade",Online Multiplayer,8,254
World Poker Tour,Xbox,"October 18, 2005",63,6.2,2KSports,"Miscellaneous,Parlor,Gambling",6  Online,17,5
Moons of Madness,PlayStation4,"March 24, 2020",63,4.7,"RockPocketGames,DreamloopGames","Action Adventure,Survival",No Online Multiplayer,21,14
Star Wars: The Force Unleashed II,PlayStation3,"October 26, 2010",63,6.7,LucasArts,"Action,General,General",No info,41,144
Lost Grimoires: Stolen Kingdom,XboxOne,"April 28, 2017",63,tbd,ArtifexMundi,"Puzzle,Hidden Object",No info,7,0
Resident Evil 6,XboxOne,"March 29, 2016",63,6.9,Capcom,"Action Adventure,Survival",No info,12,111
Godzilla: Save the Earth,Xbox,"November 16, 2004",63,8.3,"PipeworksSoftware,Inc.","Action,Fighting,3D",4  Online,22,7
FIFA Street 3,Xbox360,"February 18, 2008",63,6.9,EACanada,"Sports,Traditional,Team,Soccer,Arcade,Arcade",Up to 8 ,48,22
Finding Nemo,Xbox,"May 9, 2003",63,7.4,Traveller'sTales,"Action Adventure,Fantasy",1 Player,11,5
InnerSpace,Switch,"January 16, 2018",63,7.1,PolyKnightGames,"Simulation,Flight,Civilian",No Online Multiplayer,17,7
Dragon's Prophet,PC,"August 13, 2013",63,5.9,RunewakerEntertainment,"Role-Playing,General,Massively Multiplayer Online,Massively Multiplayer,Fantasy",No info,7,49
NBA 09 The Inside,PlayStation3,"October 7, 2008",63,5.8,SCEASanDiegoStudios,"Sports,Traditional,Team,Basketball,Sim,Sim",2  Online,17,8
Shark Tale,PC,"September 27, 2004",63,7.8,AmazeEntertainment,"Action,Platformer,Platformer,3D,3D",1 Player,12,17
X-Men: Next Dimension,GameCube,"October 15, 2002",63,7.8,Exakt,"Action,Fighting,3D",1-2 ,17,9
Alpha Protocol,Xbox360,"June 1, 2010",63,7.2,ObsidianEntertainment,"Role-Playing,Console-style RPG,Console-style RPG,Western-Style",No Online Multiplayer,68,216
Spectrobes,DS,"March 6, 2007",63,7.8,JupiterCorporation,"Role-Playing,Action RPG,Action RPG",1-16 ,37,38
PixelJunk 4am,PlayStation3,"May 15, 2012",63,6.4,Q-Games,"Action,Miscellaneous,General,Music Maker,Music Maker,Application",1-2 ,18,10
Assassin's Creed Chronicles: India,PlayStation4,"January 13, 2016",63,4.3,"Ubisoft,ClimaxStudios","General,Action Adventure,Linear",No info,41,79
Airheart: Tales of Broken Wings,PlayStation4,"July 24, 2018",63,5.6,BlindflugStudios,"Action,Shooter,Shoot-'Em-Up,Top-Down",No Online Multiplayer,16,15
DarkStar One: Broken Alliance,Xbox360,"July 13, 2010",63,6.7,GamingMindsStudios,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",No info,33,22
Big Bumpin',Xbox360,"November 19, 2006",63,5.8,BlitzGames,"Driving,Racing,Arcade,Kart,Other,Kart",Up to 4 ,16,13
Citadel: Forged with Fire,XboxOne,"November 1, 2019",63,6.4,BlueIsleStudios,"Role-Playing,Action RPG",Up to 40 ,8,7
Dogos,XboxOne,"September 7, 2016",63,tbd,INTERNETURLS.A.,"Action,Shooter,Shoot-'Em-Up,Top-Down",No info,7,0
NBA 08,PlayStation3,"October 12, 2007",63,6.0,SCEASanDiegoStudios,"Sports,Traditional,Team,Basketball,Sim,Sim",2  Online,37,4
Windlands,PlayStation4,"October 25, 2016",63,7.0,PsytecGamesLtd,"Adventure,3D,First-Person",No info,15,25
Major League Baseball 2K8,Wii,"March 3, 2008",63,7.6,KushGames,"Sports,Traditional,Team,Baseball,Sim,Sim",No info,10,16
The World Next Door,Switch,"March 27, 2019",63,5.4,RoseCityGames,"Action Adventure,General",No Online Multiplayer,8,7
Dynasty Warriors 8 Empires,PlayStation4,"February 24, 2015",63,6.8,OmegaForce,"Action,Beat-'Em-Up,3D",2 ,30,61
The Immortals of Terra: A Perry Rhodan Adventure,PC,"July 3, 2008",63,6.1,Braingame,"Adventure,3D,Sci-Fi,Sci-Fi,Third-Person",1 Player,16,14
NBA Live 07,PlayStation2,"September 25, 2006",63,6.0,EASports,"Sports,Traditional,Basketball,Sim",2  Online,12,39
Indiana Jones and the Staff of Kings,PSP,"June 9, 2009",63,7.5,"AmazeEntertainment,Amaze","Action,Action Adventure,General,General,Linear",No Online Multiplayer,10,20
Eragon,DS,"November 14, 2006",63,7.5,AmazeEntertainment,"Action,Role-Playing,Action Adventure,Action RPG,General,Fantasy,Beat-'Em-Up,Japanese-Style,3D",1-2 ,17,15
Sniper Elite III,XboxOne,"July 1, 2014",63,6.6,Rebellion,"Shooter,Historic,Action,Shooter,Third-Person,Tactical,Historic",Up to 12 ,12,77
Assassin's Creed: Bloodlines,PSP,"November 17, 2009",63,7.0,GriptoniteGames,"Action Adventure,Historic,Historic,Open-World",No Online Multiplayer,38,111
Penny-Punching Princess,Switch,"April 3, 2018",63,6.1,NipponIchiSoftware,"Role-Playing,Action RPG",No Online Multiplayer,22,14
The Godfather II,PC,"April 7, 2009",63,6.9,EARedwoodShores,"Action Adventure,Adventure,Third-Person,Historic,Linear,Open-World,Modern",No info,29,108
Bounty Hounds,PSP,"September 13, 2006",63,6.2,Xpec,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",1-2 ,14,9
Super Monkey Ball: Touch & Roll,DS,"February 21, 2006",63,7.7,Sega,"Miscellaneous,Party,Party,Party / Minigame",1-4 ,40,18
Avatar: The Last Airbender,Xbox,"October 10, 2006",63,tbd,AWEGames,"Action Adventure,Fantasy",1 Player,13,0
Battlestar Galactica,Xbox,"November 19, 2003",63,7.4,Warthog,"Simulation,Sci-Fi,Small Spaceship",1 Player,25,5
FIFA Street 3,PlayStation3,"February 18, 2008",63,6.7,EACanada,"Sports,Traditional,Team,Soccer,Arcade,Arcade",Up to 8 ,37,22
Resident Evil: Resistance,PlayStation4,"April 3, 2020",63,3.8,"Capcom,NeoBardsEntertainment","Action Adventure,Survival",Up to 5 ,13,167
Everlight of Magic & Power,PC,"October 7, 2008",63,tbd,TheGamesCompany,"Adventure,General,General",1 Player,9,0
Disney Epic Mickey: The Power of Illusion,3DS,"November 18, 2012",63,5.9,DreamRift,"Action,Platformer,Platformer,3D,2D,3D",1 Player,40,39
The Lord of the Rings: War in the North,PlayStation3,"November 1, 2011",63,7.0,SnowblindStudios,"Role-Playing,Action RPG,Action RPG",Up to 3 ,33,120
Sands of Destruction,DS,"January 12, 2010",63,7.9,"ImageEpoch,Imageepoch","Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No info,20,19
Layers of Fear 2,XboxOne,"May 28, 2019",63,6.5,BlooberTeam,"Action Adventure,Survival",No Online Multiplayer,19,42
Assassin's Creed III - The Redemption,Xbox360,"April 23, 2013",63,5.8,UbisoftQuebec,"Action Adventure,Historic,Historic,Open-World",No info,13,33
Destiny: The Dark Below,PlayStation4,"December 9, 2014",63,3.1,Bungie,"Sci-Fi,Action,Shooter,First-Person,Arcade",No info,41,277
A Quiet Weekend in Capri,PC,"March 17, 2004",63,7.5,Silvio&GeySavarese,"Adventure,3D,Modern,Third-Person,Modern",1 Player,11,6
Disney's Magical Quest 2 Starring Mickey and Minnie,GameBoyAdvance,"November 12, 2003",63,tbd,KleinComputerEntertainment,"Action,Platformer,2D",1-2 ,8,0
Mojo!,PlayStation2,"August 26, 2003",63,tbd,Crave,"Miscellaneous,Puzzle,General",1-4 ,7,0
Enter the Matrix,GameCube,"May 14, 2003",63,8.1,ShinyEntertainment,"Action Adventure,Sci-Fi",1 Player,23,51
Samurai Jack: The Amulet of Time,GameBoyAdvance,"March 30, 2003",63,6.3,Virtucraft,"Action,Platformer,2D",1 Player,13,11
Barbarian,PlayStation2,"June 27, 2002",63,tbd,Saffire,"Action,Fighting,3D",1-4 ,22,0
Namco Museum: Virtual Arcade,Xbox360,"November 4, 2008",63,7.2,NamcoBandaiGames,"Miscellaneous,Compilation,Compilation",Up to 4 ,16,5
Triggerheart Exelica,Xbox360,"February 27, 2008",63,8.2,Warashi,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",1 Player,17,12
Texas Hold 'Em,Xbox360,"August 23, 2006",63,6.7,"TikGames,LLC","Miscellaneous,Parlor,Gambling,Gambling",8  Online,20,18
Theatre of War 2: Africa 1943,PC,"April 24, 2009",63,6.5,"Battlefront.com,1CEntertainment","Strategy,Real-Time,Military,General,Tactics",No info,9,15
Will Rock,PC,"June 9, 2003",63,7.1,SaberInteractive,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",1-16 ,12,50
Panzer Dragoon,Switch,"March 26, 2020",63,7.5,"ForeverEntertainment,MegaPixelStudio","Action,Shooter,Rail",No Online Multiplayer,24,92
Obscuritas,PC,"March 17, 2016",63,4.0,"VisualImaginationSoftware,Ravenscourt,VISGames","Adventure,3D,First-Person",No Online Multiplayer,7,6
Personal Trainer: Math,DS,"January 13, 2009",63,tbd,JupiterCorporation,"Miscellaneous,Edutainment,Edutainment",1-16 ,11,0
All-Star Fruit Racing,Switch,"August 21, 2018",63,3.5,"3DClouds.it,3DClouds","Racing,Arcade,Automobile",Up to 8 ,11,10
Beat Hazard Ultra,PlayStation3,"October 18, 2011",63,6.8,ColdBeamGames,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",2 ,7,13
The Baconing,PC,"August 31, 2011",63,5.0,HotheadGames,"Action,Role-Playing,Platformer,Action RPG,3D",No Online Multiplayer,9,25
Metal Wolf Chaos XD,PlayStation4,"August 6, 2019",63,6.2,"FromSoftware,GeneralArcade","Simulation,Vehicle,Combat",No Online Multiplayer,29,26
NBA Playgrounds,Switch,"May 9, 2017",63,6.6,SaberInteractive,"Sports,Team,Basketball,Arcade",No info,21,93
AC/DC Live: Rock Band Track Pack,Xbox360,"November 2, 2008",63,4.9,HarmonixMusicSystems,"Action,Miscellaneous,Rhythm,Music,Music",No Online Multiplayer,16,10
WorldShift,PC,"November 16, 2009",63,7.3,BlackSeaStudios,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",No info,9,9
Go! Sudoku,PSP,"March 21, 2006",63,5.3,SumoDigital,"Miscellaneous,Puzzle,Puzzle,Puzzle,Logic,Logic",No Online Multiplayer,13,7
Narcos: Rise of the Cartels,XboxOne,"November 22, 2019",63,2.6,KujuEntertainment,"Action,Strategy,Turn-Based,General,Tactics",No Online Multiplayer,8,10
Battle Princess Madelyn,PlayStation4,"December 20, 2018",63,5.0,CausalBitGames,"Action,Platformer,2D",No Online Multiplayer,8,20
Asterix & Obelix XXL 2,XboxOne,"November 29, 2018",63,7.4,EtrangesLibellules,"Action,Platformer,3D",No Online Multiplayer,8,8
Sinner: Sacrifice for Redemption,PC,"October 18, 2018",63,4.1,DarkStarGames,"Action Adventure,General",No Online Multiplayer,8,21
Split/Second,PSP,"November 15, 2010",63,8.5,BlackRockStudio,"Driving,Racing,General,General,Arcade,Automobile",No info,16,13
Fable Fortune,PC,"February 21, 2018",63,8.6,Mediatonic,"Strategy,Turn-Based,Card Battle,Tactics",Online Multiplayer,11,7
Eufloria,PC,"November 4, 2008",63,7.6,"RudolfKremers,AlexMay","Strategy,General,General",No Online Multiplayer,9,93
Wii Music,Wii,"October 20, 2008",63,4.7,Nintendo,"Action,Miscellaneous,Rhythm,Music,Music",1-4 ,43,133
Sacred Citadel,Xbox360,"April 17, 2013",63,6.3,SouthendInteractive,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",No info,24,19
Harvest Moon 3D: The Tale of Two Towns,3DS,"November 1, 2011",63,6.5,MarvelousEntertainment,"Strategy,Breeding/Constructing,General,Management,Breeding/Constructing,Business / Tycoon",No info,14,34
Lucidity,Xbox360,"October 7, 2009",63,7.6,LucasArts,"Action,Platformer,Platformer,3D,3D",No info,26,16
Lemony Snicket's A Series of Unfortunate Events,PlayStation2,"November 10, 2004",63,6.1,Adrenium,"Action,Platformer,3D",1 Player,25,14
Viewtiful Joe: Red Hot Rumble,PSP,"March 22, 2006",63,6.3,CloverStudio,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",Up to 4 ,24,6
Beholder: Complete Edition,PlayStation4,"January 16, 2018",63,7.1,WarmLampGames,"Strategy,General",No Online Multiplayer,8,10
Pid,PC,"October 31, 2012",63,7.7,JoaoVictordaSilva//LucasRoberto,"Strategy,General",No Online Multiplayer,0,0
ReCore,XboxOne,"September 13, 2016",63,6.7,"ArmatureStudio,comcept","Action Adventure,General",No Online Multiplayer,75,605
Lemmings Touch,PlayStationVita,"May 27, 2014",63,6.7,d3tLtd,"Miscellaneous,Puzzle,Action",No info,20,9
Serial Cleaner,XboxOne,"July 14, 2017",63,7.5,"iFun4all,CurveDigital","Action,Action Adventure,General,Linear",No info,12,12
NBA 07,PlayStation2,"September 25, 2006",63,6.8,SCEA,"Sports,Traditional,Basketball,Sim",2  Online,24,5
Crashday,PC,"December 20, 2006",63,7.6,"ReplayStudios,MoonbyteStudios","Driving,Racing,Arcade,Arcade,Automobile",1-4 ,8,31
The Con,PSP,"October 18, 2005",63,7.2,"SCEA,ThinkandFeel","Action,Fighting,Fighting,3D,3D",2 ,37,17
Van Helsing,Xbox,"May 6, 2004",63,7.6,Saffire,"Action,Shooter,Third-Person,Fantasy",1 Player,32,8
SSX 3,GameBoyAdvance,"November 11, 2003",63,7.2,VisualImpact,"Sports,Alternative,Snowboarding",1-2 ,14,5
Rogue Ops,Xbox,"October 28, 2003",63,tbd,BitsStudios,"Action Adventure,Modern",1 Player,24,0
Black & Bruised,PlayStation2,"January 26, 2003",63,tbd,DigitalFiction,"Sports,Traditional,Boxing",1-2 ,19,0
Gun Metal,Xbox,"July 30, 2002",63,7.0,RageSoftware,"Action,Shooter,Third-Person,Sci-Fi",1 Player,17,10
NBA Hoopz,PlayStation2,"February 26, 2001",63,tbd,EurocomEntertainmentSoftware,"Sports,Traditional,Basketball,Arcade",1-6 ,10,0
Silent Scope,PlayStation2,"October 23, 2000",63,tbd,KCET,"Action,Shooter,Rail",1 Player,23,0
